Spending_ID,Customer_ID,Product_Category_ID,Amount_Spent,Total_Products
241,37,3,6,63
242,37,4,2,63
243,37,6,4,63
244,37,7,59,63
245,38,1,437,860
246,38,2,8,860
247,38,3,206,860
248,38,4,160,860
249,38,5,49,860
250,38,6,42,860
251,38,7,818,860
252,39,1,421,1293
253,39,2,76,1293
254,39,3,536,1293
255,39,4,82,1293
256,39,5,178,1293
257,39,6,102,1293
258,39,7,1191,1293
259,40,1,13,46
260,40,2,1,46
261,40,3,29,46
262,40,4,3,46
263,40,6,7,46
264,40,7,39,46
265,41,1,9,19
266,41,3,6,19
267,41,4,3,19
268,41,5,1,19
269,41,6,3,19
270,41,7,16,19
271,42,1,3,19
272,42,2,1,19
273,42,3,10,19
274,42,4,3,19
275,42,5,2,19
276,42,6,12,19
277,42,7,7,19
278,43,1,123,810
279,43,2,164,810
280,43,3,266,810
281,43,4,227,810
282,43,5,30,810
283,43,6,174,810
284,43,7,636,810
285,44,1,3,72
286,44,2,18,72
287,44,3,14,72
288,44,4,15,72
289,44,5,22,72
290,44,6,50,72
291,44,7,22,72
292,45,1,13,42
293,45,2,6,42
294,45,3,15,42
295,45,4,3,42
296,45,5,5,42
297,45,6,13,42
298,45,7,29,42
299,46,1,826,1281
300,46,2,50,1281
301,46,3,317,1281
302,46,4,50,1281
303,46,5,38,1281
304,46,6,38,1281
305,46,7,1243,1281
306,47,1,245,493
307,47,2,19,493
308,47,3,125,493
309,47,4,37,493
310,47,5,67,493
311,47,6,14,493
312,47,7,479,493
313,48,1,650,1661
314,48,2,37,1661
315,48,3,780,1661
316,48,4,27,1661
317,48,5,167,1661
318,48,6,32,1661
319,48,7,1629,1661
320,49,1,12,69
321,49,2,6,69
322,49,3,20,69
323,49,4,30,69
324,49,5,1,69
325,49,6,3,69
326,49,7,66,69
327,50,1,510,1376
328,50,2,120,1376
329,50,3,550,1376
330,50,4,156,1376
331,50,5,40,1376
332,50,6,241,1376
333,50,7,1135,1376
334,51,1,328,497
335,51,2,9,497
336,51,3,124,497
337,51,4,12,497
338,51,5,24,497
339,51,6,109,497
340,51,7,388,497
341,52,1,984,1767
342,52,2,51,1767
343,52,3,432,1767
344,52,4,180,1767
345,52,5,120,1767
346,52,6,190,1767
347,52,7,1577,1767
348,53,1,295,1053
349,53,2,35,1053
350,53,3,482,1053
351,53,4,121,1053
352,53,5,120,1053
353,53,6,40,1053
354,53,7,1013,1053
355,54,1,13,24
356,54,3,8,24
357,54,4,2,24
358,54,5,1,24
359,54,6,5,24
360,54,7,19,24
361,55,1,447,475
362,55,3,28,475
363,55,6,43,475
364,55,7,432,475
365,56,1,712,1358
366,56,2,26,1358
367,56,3,538,1358
368,56,4,69,1358
369,56,5,13,1358
370,56,6,80,1358
371,56,7,1278,1358
372,57,1,452,606
373,57,2,18,606
374,57,3,102,606
375,57,4,16,606
376,57,5,18,606
377,57,6,6,606
378,57,7,600,606
379,58,1,523,715
380,58,2,7,715
381,58,3,134,715
382,58,4,37,715
383,58,5,14,715
384,58,6,169,715
385,58,7,546,715
386,59,1,546,600
387,59,3,48,600
388,59,5,6,600
389,59,6,6,600
390,59,7,594,600
391,60,1,398,1046
392,60,2,40,1046
393,60,3,367,1046
394,60,4,119,1046
395,60,5,122,1046
396,60,6,30,1046
397,60,7,1016,1046
398,61,1,1,19
399,61,2,3,19
400,61,3,6,19
401,61,4,3,19
402,61,5,6,19
403,61,6,15,19
404,61,7,4,19
405,62,1,10,11
406,62,3,1,11
407,62,7,11,11
408,63,1,688,1236
409,63,2,14,1236
410,63,3,309,1236
411,63,4,201,1236
412,63,5,24,1236
413,63,6,38,1236
414,63,7,1198,1236
415,64,1,247,544
416,64,2,49,544
417,64,3,159,544
418,64,4,7,544
419,64,5,82,544
420,64,6,109,544
421,64,7,435,544
422,65,1,856,1489
423,65,2,59,1489
424,65,3,487,1489
425,65,4,58,1489
426,65,5,29,1489
427,65,6,73,1489
428,65,7,1416,1489
429,66,1,496,1241
430,66,2,36,1241
431,66,3,460,1241
432,66,4,189,1241
433,66,5,60,1241
434,66,6,12,1241
435,66,7,1229,1241
436,67,1,258,777
437,67,2,107,777
438,67,3,291,777
439,67,4,84,777
440,67,5,37,777
441,67,6,86,777
442,67,7,691,777
443,68,1,565,642
444,68,2,6,642
445,68,3,65,642
446,68,5,6,642
447,68,6,19,642
448,68,7,623,642
449,69,1,14,56
450,69,2,10,56
451,69,3,13,56
452,69,4,4,56
453,69,5,15,56
454,69,6,9,56
455,69,7,47,56
456,70,1,2,12
457,70,2,1,12
458,70,3,6,12
459,70,4,2,12
460,70,5,1,12
461,70,6,1,12
462,70,7,11,12
463,71,1,721,1872
464,71,2,111,1872
465,71,3,925,1872
466,71,4,97,1872
467,71,5,18,1872
468,71,6,18,1872
469,71,7,1854,1872
470,72,1,1032,2158
471,72,2,105,2158
472,72,3,779,2158
473,72,4,137,2158
474,72,5,105,2158
475,72,6,51,2158
476,72,7,2107,2158
477,73,1,1,9
478,73,3,5,9
479,73,5,3,9
480,73,6,9,9
481,74,1,577,641
482,74,3,64,641
483,74,6,51,641
484,74,7,590,641
485,75,1,64,148
486,75,2,4,148
487,75,3,68,148
488,75,4,7,148
489,75,5,5,148
490,75,6,17,148
491,75,7,131,148
492,76,1,4,12
493,76,2,1,12
494,76,3,5,12
495,76,4,2,12
496,76,6,4,12
497,76,7,8,12
498,77,1,25,56
499,77,2,5,56
500,77,3,19,56
501,77,4,7,56
502,77,6,23,56
503,77,7,33,56
504,78,1,112,229
505,78,2,17,229
506,78,3,44,229
507,78,4,34,229
508,78,5,22,229
509,78,6,89,229
510,78,7,140,229
511,79,1,163,702
512,79,2,23,702
513,79,3,424,702
514,79,4,27,702
515,79,5,65,702
516,79,6,76,702
517,79,7,626,702
518,80,1,17,53
519,80,2,8,53
520,80,3,14,53
521,80,4,10,53
522,80,5,4,53
523,80,6,3,53
524,80,7,50,53
525,81,1,130,146
526,81,3,16,146
527,81,6,5,146
528,81,7,141,146
529,82,1,292,338
530,82,2,6,338
531,82,3,37,338
532,82,5,3,338
533,82,6,34,338
534,82,7,304,338
535,83,1,350,1221
536,83,2,60,1221
537,83,3,568,1221
538,83,4,110,1221
539,83,5,133,1221
540,83,6,145,1221
541,83,7,1076,1221
542,84,1,135,187
543,84,2,9,187
544,84,3,39,187
545,84,4,4,187
546,84,6,7,187
547,84,7,180,187
548,85,1,15,28
549,85,2,2,28
550,85,3,10,28
551,85,5,1,28
552,85,6,4,28
553,85,7,24,28
554,86,1,27,43
555,86,2,2,43
556,86,3,14,43
557,86,7,43,43
558,87,1,5,36
559,87,2,3,36
560,87,3,11,36
561,87,4,12,36
562,87,5,5,36
563,87,6,9,36
564,87,7,27,36
565,88,1,505,531
566,88,3,26,531
567,88,6,75,531
568,88,7,456,531
569,89,1,51,61
570,89,2,2,61
571,89,3,7,61
572,89,5,1,61
573,89,6,2,61
574,89,7,59,61
575,90,1,207,755
576,90,2,26,755
577,90,3,447,755
578,90,4,75,755
579,90,6,223,755
580,90,7,532,755
581,91,1,135,399
582,91,2,46,399
583,91,3,92,399
584,91,4,65,399
585,91,5,61,399
586,91,6,11,399
587,91,7,388,399
588,92,1,53,62
589,92,2,1,62
590,92,3,5,62
591,92,4,2,62
592,92,5,1,62
593,92,6,10,62
594,92,7,52,62
595,93,1,41,50
596,93,2,1,50
597,93,3,6,50
598,93,4,2,50
599,93,6,5,50
600,93,7,45,50
601,94,1,386,1058
602,94,2,172,1058
603,94,3,183,1058
604,94,4,185,1058
605,94,5,132,1058
606,94,6,111,1058
607,94,7,947,1058
608,95,1,562,1039
609,95,2,81,1039
610,95,3,276,1039
611,95,4,80,1039
612,95,5,40,1039
613,95,6,81,1039
614,95,7,958,1039
615,96,1,217,1059
616,96,2,76,1059
617,96,3,690,1059
618,96,4,50,1059
619,96,5,26,1059
620,96,6,38,1059
621,96,7,1021,1059
622,97,1,1,20
623,97,2,3,20
624,97,3,6,20
625,97,4,10,20
626,97,6,9,20
627,97,7,11,20
628,98,1,144,180
629,98,2,1,180
630,98,3,32,180
631,98,4,2,180
632,98,5,1,180
633,98,6,7,180
634,98,7,173,180
635,99,1,295,845
636,99,2,106,845
637,99,3,271,845
638,99,4,75,845
639,99,5,98,845
640,99,6,65,845
641,99,7,780,845
642,100,1,76,118
643,100,2,3,118
644,100,3,31,118
645,100,4,4,118
646,100,5,4,118
647,100,6,27,118
648,100,7,91,118
649,101,1,454,807
650,101,2,194,807
651,101,3,106,807
652,101,4,31,807
653,101,5,22,807
654,101,6,43,807
655,101,7,764,807
656,102,1,425,890
657,102,2,115,890
658,102,3,292,890
659,102,4,23,890
660,102,5,35,890
661,102,6,79,890
662,102,7,811,890
663,103,1,1332,1734
664,103,2,17,1734
665,103,3,311,1734
666,103,4,23,1734
667,103,5,51,1734
668,103,6,86,1734
669,103,7,1648,1734
670,104,1,527,548
671,104,3,21,548
672,104,6,60,548
673,104,7,488,548
674,105,1,490,708
675,105,2,44,708
676,105,3,125,708
677,105,4,29,708
678,105,5,20,708
679,105,6,22,708
680,105,7,686,708
681,106,1,378,479
682,106,3,101,479
683,106,6,72,479
684,106,7,407,479
685,107,1,64,87
686,107,2,1,87
687,107,3,21,87
688,107,5,1,87
689,107,6,27,87
690,107,7,60,87
691,108,1,547,1691
692,108,2,99,1691
693,108,3,812,1691
694,108,4,151,1691
695,108,5,82,1691
696,108,6,33,1691
697,108,7,1658,1691
698,109,1,47,457
699,109,2,90,457
700,109,3,94,457
701,109,4,123,457
702,109,5,103,457
703,109,6,120,457
704,109,7,337,457
705,110,1,12,51
706,110,2,5,51
707,110,3,25,51
708,110,5,9,51
709,110,6,30,51
710,110,7,21,51
711,111,1,1,30
712,111,2,6,30
713,111,3,7,30
714,111,4,11,30
715,111,5,5,30
716,111,6,3,30
717,111,7,27,30
718,112,1,320,612
719,112,2,48,612
720,112,3,133,612
721,112,4,39,612
722,112,5,72,612
723,112,6,48,612
724,112,7,564,612
725,113,1,34,70
726,113,2,3,70
727,113,3,29,70
728,113,5,4,70
729,113,6,10,70
730,113,7,60,70
731,114,1,9,23
732,114,3,7,23
733,114,4,3,23
734,114,5,4,23
735,114,6,7,23
736,114,7,16,23
737,115,1,17,41
738,115,3,14,41
739,115,4,7,41
740,115,5,3,41
741,115,6,2,41
742,115,7,39,41
743,116,1,722,967
744,116,2,27,967
745,116,3,102,967
746,116,4,44,967
747,116,5,72,967
748,116,6,168,967
749,116,7,799,967
750,117,1,162,387
751,117,2,33,387
752,117,3,124,387
753,117,4,40,387
754,117,5,28,387
755,117,6,172,387
756,117,7,215,387
757,118,1,450,1707
758,118,2,133,1707
759,118,3,951,1707
760,118,4,173,1707
761,118,6,216,1707
762,118,7,1491,1707
763,119,1,70,86
764,119,3,16,86
765,119,6,4,86
766,119,7,82,86
767,120,1,492,649
768,120,2,19,649
769,120,3,110,649
770,120,4,16,649
771,120,5,12,649
772,120,6,12,649
773,120,7,637,649
774,121,1,120,405
775,121,2,58,405
776,121,3,73,405
777,121,4,65,405
778,121,5,89,405
779,121,6,58,405
780,121,7,347,405
781,122,1,534,591
782,122,2,5,591
783,122,3,47,591
784,122,5,5,591
785,122,6,41,591
786,122,7,550,591
787,123,1,236,595
788,123,2,106,595
789,123,3,189,595
790,123,4,23,595
791,123,5,41,595
792,123,6,130,595
793,123,7,465,595
794,124,1,220,256
795,124,3,33,256
796,124,4,3,256
797,124,6,23,256
798,124,7,233,256
799,125,1,796,1482
800,125,2,14,1482
801,125,3,590,1482
802,125,4,38,1482
803,125,5,44,1482
804,125,7,1482,1482
805,126,2,1,20
806,126,3,3,20
807,126,4,10,20
808,126,5,6,20
809,126,6,9,20
810,126,7,11,20
811,127,1,53,90
812,127,2,1,90
813,127,3,34,90
814,127,4,2,90
815,127,6,16,90
816,127,7,74,90
817,128,1,15,29
818,128,3,8,29
819,128,4,4,29
820,128,5,2,29
821,128,6,20,29
822,128,7,9,29
823,129,1,17,34
824,129,2,1,34
825,129,3,12,34
826,129,4,3,34
827,129,5,1,34
828,129,6,4,34
829,129,7,30,34
830,130,1,962,2057
831,130,2,61,2057
832,130,3,921,2057
833,130,4,52,2057
834,130,5,61,2057
835,130,6,20,2057
836,130,7,2037,2057
837,131,1,738,1003
838,131,3,232,1003
839,131,4,13,1003
840,131,5,20,1003
841,131,6,50,1003
842,131,7,953,1003
843,132,1,399,1259
844,132,2,28,1259
845,132,3,756,1259
846,132,4,36,1259
847,132,5,40,1259
848,132,6,126,1259
849,132,7,1133,1259
850,133,1,614,838
851,133,2,16,838
852,133,3,132,838
853,133,4,43,838
854,133,5,33,838
855,133,6,33,838
856,133,7,805,838
857,134,1,32,196
858,134,2,34,196
859,134,3,41,196
860,134,4,73,196
861,134,5,16,196
862,134,6,116,196
863,134,7,80,196
864,135,1,598,828
865,135,2,16,828
866,135,3,141,828
867,135,4,32,828
868,135,5,41,828
869,135,6,49,828
870,135,7,779,828
871,136,1,2,52
872,136,2,1,52
873,136,3,18,52
874,136,4,20,52
875,136,5,11,52
876,136,6,16,52
877,136,7,36,52
878,137,1,6,18
879,137,2,1,18
880,137,3,10,18
881,137,5,1,18
882,137,6,4,18
883,137,7,14,18
884,138,1,73,179
885,138,2,3,179
886,138,3,90,179
887,138,4,12,179
888,138,5,1,179
889,138,6,32,179
890,138,7,147,179
891,139,1,42,119
892,139,2,16,119
893,139,3,29,119
894,139,4,12,119
895,139,5,20,119
896,139,6,8,119
897,139,7,111,119
898,140,1,295,446
899,140,2,21,446
900,140,3,78,446
901,140,4,39,446
902,140,5,13,446
903,140,6,13,446
904,140,7,433,446
905,141,1,346,447
906,141,2,17,447
907,141,3,48,447
908,141,4,23,447
909,141,5,13,447
910,141,6,13,447
911,141,7,434,447
912,142,1,233,338
913,142,2,20,338
914,142,3,57,338
915,142,4,8,338
916,142,5,20,338
917,142,6,91,338
918,142,7,247,338
919,143,1,5,69
920,143,2,7,69
921,143,3,24,69
922,143,4,19,69
923,143,5,14,69
924,143,6,20,69
925,143,7,49,69
926,144,1,888,945
927,144,3,57,945
928,144,6,76,945
929,144,7,869,945
930,145,1,997,1339
931,145,2,26,1339
932,145,3,269,1339
933,145,4,34,1339
934,145,5,13,1339
935,145,6,42,1339
936,145,7,1297,1339
937,146,1,212,303
938,146,2,6,303
939,146,3,69,303
940,146,4,4,303
941,146,5,12,303
942,146,6,3,303
943,146,7,300,303
944,147,1,8,18
945,147,2,1,18
946,147,3,7,18
947,147,4,2,18
948,147,7,18,18
949,148,1,42,148
950,148,2,11,148
951,148,3,57,148
952,148,4,10,148
953,148,5,28,148
954,148,6,14,148
955,148,7,134,148
956,149,1,536,1174
957,149,2,11,1174
958,149,3,387,1174
959,149,4,149,1174
960,149,5,91,1174
961,149,6,57,1174
962,149,7,1117,1174
963,150,1,5,8
964,150,3,3,8
965,150,6,5,8
966,150,7,3,8
967,151,1,1349,1673
968,151,2,16,1673
969,151,3,249,1673
970,151,4,43,1673
971,151,5,16,1673
972,151,6,33,1673
973,151,7,1640,1673
974,152,1,53,116
975,152,2,3,116
976,152,3,49,116
977,152,4,7,116
978,152,5,4,116
979,152,6,5,116
980,152,7,111,116
981,153,1,1001,1281
982,153,2,12,1281
983,153,3,240,1281
984,153,4,16,1281
985,153,5,12,1281
986,153,6,12,1281
987,153,7,1269,1281
988,154,1,18,60
989,154,2,1,60
990,154,3,32,60
991,154,4,6,60
992,154,5,3,60
993,154,6,28,60
994,154,7,32,60
995,155,1,125,394
996,155,2,16,394
997,155,3,98,394
998,155,4,134,394
999,155,5,21,394
1000,155,6,27,394
1001,155,7,367,394
1002,156,1,212,257
1003,156,2,5,257
1004,156,3,33,257
1005,156,4,7,257
1006,156,6,2,257
1007,156,7,255,257
1008,157,1,277,993
1009,157,2,162,993
1010,157,3,305,993
1011,157,4,173,993
1012,157,5,76,993
1013,157,6,124,993
1014,157,7,869,993
1015,158,1,15,69
1016,158,2,10,69
1017,158,3,19,69
1018,158,4,8,69
1019,158,5,17,69
1020,158,6,20,69
1021,158,7,49,69
1022,159,1,7,29
1023,159,2,3,29
1024,159,3,10,29
1025,159,4,8,29
1026,159,5,1,29
1027,159,6,7,29
1028,159,7,22,29
1029,160,1,12,41
1030,160,2,4,41
1031,160,3,6,41
1032,160,4,11,41
1033,160,5,8,41
1034,160,6,16,41
1035,160,7,25,41
1036,161,1,85,121
1037,161,2,7,121
1038,161,3,24,121
1039,161,4,2,121
1040,161,5,3,121
1041,161,6,27,121
1042,161,7,94,121
1043,162,1,81,87
1044,162,3,6,87
1045,162,6,6,87
1046,162,7,81,87
1047,163,1,59,71
1048,163,3,12,71
1049,163,6,48,71
1050,163,7,23,71
1051,164,1,1149,1809
1052,164,2,71,1809
1053,164,3,449,1809
1054,164,4,69,1809
1055,164,5,71,1809
1056,164,6,26,1809
1057,164,7,1783,1809
1058,165,1,847,1207
1059,165,2,66,1207
1060,165,3,119,1207
1061,165,4,86,1207
1062,165,5,89,1207
1063,165,6,111,1207
1064,165,7,1096,1207
1065,166,1,29,43
1066,166,3,14,43
1067,166,6,2,43
1068,166,7,41,43
1069,167,1,2,9
1070,167,3,5,9
1071,167,4,2,9
1072,167,6,1,9
1073,167,7,8,9
1074,168,1,207,755
1075,168,2,26,755
1076,168,3,447,755
1077,168,4,75,755
1078,168,6,223,755
1079,168,7,532,755
1080,169,1,152,184
1081,169,2,3,184
1082,169,3,22,184
1083,169,4,2,184
1084,169,5,5,184
1085,169,6,7,184
1086,169,7,177,184
1087,170,1,12,48
1088,170,2,11,48
1089,170,3,10,48
1090,170,4,3,48
1091,170,5,12,48
1092,170,6,9,48
1093,170,7,39,48
1094,171,1,620,892
1095,171,2,26,892
1096,171,3,195,892
1097,171,4,34,892
1098,171,5,17,892
1099,171,6,141,892
1100,171,7,751,892
1101,172,1,47,54
1102,172,2,1,54
1103,172,3,6,54
1104,172,6,12,54
1105,172,7,42,54
1106,173,1,1,33
1107,173,2,9,33
1108,173,3,7,33
1109,173,4,2,33
1110,173,5,14,33
1111,173,6,10,33
1112,173,7,23,33
1113,174,1,10,43
1114,174,2,1,43
1115,174,3,18,43
1116,174,4,10,43
1117,174,5,4,43
1118,174,6,7,43
1119,174,7,36,43
1120,175,1,35,37
1121,175,3,2,37
1122,175,6,2,37
1123,175,7,35,37
1124,176,1,356,491
1125,176,3,107,491
1126,176,4,19,491
1127,176,5,9,491
1128,176,6,117,491
1129,176,7,374,491
1130,177,1,783,1566
1131,177,2,30,1566
1132,177,3,537,1566
1133,177,4,140,1566
1134,177,5,76,1566
1135,177,6,15,1566
1136,177,7,1551,1566
1137,178,1,42,64
1138,178,2,1,64
1139,178,3,18,64
1140,178,4,3,64
1141,178,6,4,64
1142,178,7,60,64
1143,179,1,1,44
1144,179,2,4,44
1145,179,3,10,44
1146,179,4,29,44
1147,179,6,36,44
1148,179,7,8,44
1149,180,1,466,1180
1150,180,2,22,1180
1151,180,3,432,1180
1152,180,4,147,1180
1153,180,5,113,1180
1154,180,6,102,1180
1155,180,7,1078,1180
1156,181,1,23,69
1157,181,2,3,69
1158,181,3,21,69
1159,181,4,3,69
1160,181,5,19,69
1161,181,6,22,69
1162,181,7,47,69
1163,182,1,235,303
1164,182,2,6,303
1165,182,3,45,303
1166,182,4,8,303
1167,182,5,9,303
1168,182,6,12,303
1169,182,7,291,303
1170,183,1,10,24
1171,183,3,10,24
1172,183,4,3,24
1173,183,5,1,24
1174,183,6,7,24
1175,183,7,17,24
1176,184,1,656,826
1177,184,2,16,826
1178,184,3,106,826
1179,184,4,32,826
1180,184,5,16,826
1181,184,6,8,826
1182,184,7,818,826
1183,185,1,519,1549
1184,185,2,17,1549
1185,185,3,813,1549
1186,185,4,27,1549
1187,185,5,173,1549
1188,185,6,51,1549
1189,185,7,1498,1549
1190,186,1,344,1098
1191,186,2,189,1098
1192,186,3,482,1098
1193,186,4,50,1098
1194,186,5,33,1098
1195,186,6,172,1098
1196,186,7,926,1098
1197,187,1,96,184
1198,187,2,1,184
1199,187,3,79,184
1200,187,4,7,184
1201,187,5,1,184
1202,187,6,79,184
1203,187,7,105,184
1204,188,1,448,496
1205,188,2,4,496
1206,188,3,34,496
1207,188,4,6,496
1208,188,5,4,496
1209,188,6,39,496
1210,188,7,457,496
1211,189,1,265,1203
1212,189,2,138,1203
1213,189,3,553,1203
1214,189,4,224,1203
1215,189,5,23,1203
1216,189,6,92,1203
1217,189,7,1111,1203
1218,190,1,587,1096
1219,190,2,43,1096
1220,190,3,337,1096
1221,190,4,42,1096
1222,190,5,87,1096
1223,190,6,54,1096
1224,190,7,1042,1096
1225,191,1,763,1182
1226,191,2,29,1182
1227,191,3,138,1182
1228,191,4,76,1182
1229,191,5,176,1182
1230,191,6,58,1182
1231,191,7,1124,1182
1232,192,1,22,35
1233,192,3,13,35
1234,192,6,3,35
1235,192,7,32,35
1236,193,1,6,20
1237,193,2,4,20
1238,193,3,1,20
1239,193,4,7,20
1240,193,5,2,20
1241,193,6,15,20
1242,193,7,5,20
1243,194,1,7,39
1244,194,2,6,39
1245,194,3,13,39
1246,194,4,7,39
1247,194,5,6,39
1248,194,6,14,39
1249,194,7,25,39
1250,195,1,81,272
1251,195,2,18,272
1252,195,3,113,272
1253,195,4,47,272
1254,195,5,13,272
1255,195,6,21,272
1256,195,7,251,272
1257,196,1,54,61
1258,196,3,7,61
1259,196,6,4,61
1260,196,7,57,61
1261,197,1,1170,1612
1262,197,2,48,1612
1263,197,3,320,1612
1264,197,4,42,1612
1265,197,5,32,1612
1266,197,6,192,1612
1267,197,7,1420,1612
1268,198,1,72,233
1269,198,2,24,233
1270,198,3,68,233
1271,198,4,65,233
1272,198,5,4,233
1273,198,6,8,233
1274,198,7,225,233
1275,199,1,613,1089
1276,199,2,22,1089
1277,199,3,319,1089
1278,199,4,33,1089
1279,199,5,102,1089
1280,199,6,12,1089
1281,199,7,1077,1089
1282,200,1,224,254
1283,200,3,30,254
1284,200,6,10,254
1285,200,7,244,254
1286,201,1,410,497
1287,201,3,59,497
1288,201,4,19,497
1289,201,5,9,497
1290,201,6,44,497
1291,201,7,453,497
1292,202,1,239,1144
1293,202,2,10,1144
1294,202,3,554,1144
1295,202,4,254,1144
1296,202,5,87,1144
1297,202,6,54,1144
1298,202,7,1090,1144
1299,203,1,171,393
1300,203,2,7,393
1301,203,3,171,393
1302,203,4,25,393
1303,203,5,19,393
1304,203,6,89,393
1305,203,7,304,393
1306,204,1,12,16
1307,204,3,4,16
1308,204,6,1,16
1309,204,7,15,16
1310,205,1,1076,1599
1311,205,2,16,1599
1312,205,3,417,1599
1313,205,4,42,1599
1314,205,5,48,1599
1315,205,6,16,1599
1316,205,7,1583,1599
1317,206,1,182,219
1318,206,2,4,219
1319,206,3,33,219
1320,206,6,66,219
1321,206,7,153,219
