Customer_ID,Z_CostContact,Z_Revenue
554,3,11
555,3,11
556,3,11
557,3,11
558,3,11
559,3,11
560,3,11
561,3,11
562,3,11
563,3,11
564,3,11
565,3,11
566,3,11
567,3,11
568,3,11
569,3,11
570,3,11
571,3,11
572,3,11
573,3,11
574,3,11
575,3,11
576,3,11
577,3,11
578,3,11
579,3,11
580,3,11
581,3,11
582,3,11
583,3,11
584,3,11
585,3,11
586,3,11
587,3,11
588,3,11
589,3,11
590,3,11
591,3,11
592,3,11
593,3,11
594,3,11
595,3,11
596,3,11
597,3,11
598,3,11
599,3,11
600,3,11
601,3,11
602,3,11
603,3,11
604,3,11
605,3,11
606,3,11
607,3,11
608,3,11
609,3,11
610,3,11
611,3,11
612,3,11
613,3,11
614,3,11
615,3,11
616,3,11
617,3,11
618,3,11
619,3,11
620,3,11
621,3,11
622,3,11
623,3,11
624,3,11
625,3,11
626,3,11
627,3,11
628,3,11
629,3,11
630,3,11
631,3,11
632,3,11
633,3,11
634,3,11
635,3,11
636,3,11
637,3,11
638,3,11
639,3,11
640,3,11
641,3,11
642,3,11
643,3,11
644,3,11
645,3,11
646,3,11
647,3,11
648,3,11
649,3,11
650,3,11
651,3,11
652,3,11
653,3,11
654,3,11
655,3,11
656,3,11
657,3,11
658,3,11
659,3,11
660,3,11
661,3,11
662,3,11
663,3,11
664,3,11
665,3,11
666,3,11
667,3,11
668,3,11
669,3,11
670,3,11
671,3,11
672,3,11
673,3,11
674,3,11
675,3,11
676,3,11
677,3,11
678,3,11
679,3,11
680,3,11
681,3,11
682,3,11
683,3,11
684,3,11
685,3,11
686,3,11
687,3,11
688,3,11
689,3,11
690,3,11
691,3,11
692,3,11
693,3,11
694,3,11
695,3,11
696,3,11
697,3,11
698,3,11
699,3,11
700,3,11
701,3,11
702,3,11
703,3,11
704,3,11
705,3,11
706,3,11
707,3,11
708,3,11
709,3,11
710,3,11
711,3,11
712,3,11
713,3,11
714,3,11
715,3,11
716,3,11
717,3,11
718,3,11
719,3,11
720,3,11
721,3,11
722,3,11
723,3,11
724,3,11
725,3,11
726,3,11
727,3,11
728,3,11
729,3,11
730,3,11
731,3,11
732,3,11
733,3,11
734,3,11
735,3,11
736,3,11
737,3,11
738,3,11
739,3,11
740,3,11
741,3,11
742,3,11
743,3,11
744,3,11
745,3,11
746,3,11
747,3,11
748,3,11
749,3,11
750,3,11
751,3,11
752,3,11
753,3,11
754,3,11
755,3,11
756,3,11
757,3,11
758,3,11
759,3,11
760,3,11
761,3,11
762,3,11
763,3,11
764,3,11
765,3,11
766,3,11
767,3,11
768,3,11
769,3,11
770,3,11
771,3,11
772,3,11
773,3,11
774,3,11
775,3,11
776,3,11
777,3,11
778,3,11
779,3,11
780,3,11
781,3,11
782,3,11
783,3,11
784,3,11
785,3,11
786,3,11
787,3,11
788,3,11
789,3,11
790,3,11
791,3,11
792,3,11
793,3,11
794,3,11
795,3,11
796,3,11
797,3,11
798,3,11
799,3,11
800,3,11
801,3,11
802,3,11
803,3,11
804,3,11
805,3,11
806,3,11
807,3,11
808,3,11
809,3,11
810,3,11
811,3,11
812,3,11
813,3,11
814,3,11
815,3,11
816,3,11
817,3,11
818,3,11
819,3,11
820,3,11
821,3,11
822,3,11
823,3,11
824,3,11
825,3,11
826,3,11
827,3,11
828,3,11
829,3,11
830,3,11
831,3,11
832,3,11
833,3,11
834,3,11
835,3,11
836,3,11
837,3,11
838,3,11
839,3,11
840,3,11
841,3,11
842,3,11
843,3,11
844,3,11
845,3,11
846,3,11
847,3,11
848,3,11
849,3,11
850,3,11
851,3,11
852,3,11
853,3,11
854,3,11
855,3,11
856,3,11
857,3,11
858,3,11
859,3,11
860,3,11
861,3,11
862,3,11
863,3,11
864,3,11
865,3,11
866,3,11
867,3,11
868,3,11
869,3,11
870,3,11
871,3,11
872,3,11
873,3,11
874,3,11
875,3,11
876,3,11
877,3,11
878,3,11
879,3,11
880,3,11
881,3,11
882,3,11
883,3,11
884,3,11
885,3,11
886,3,11
887,3,11
888,3,11
889,3,11
890,3,11
891,3,11
892,3,11
893,3,11
894,3,11
895,3,11
896,3,11
897,3,11
898,3,11
899,3,11
900,3,11
901,3,11
902,3,11
903,3,11
904,3,11
905,3,11
906,3,11
907,3,11
908,3,11
909,3,11
910,3,11
911,3,11
912,3,11
913,3,11
914,3,11
915,3,11
916,3,11
917,3,11
918,3,11
919,3,11
920,3,11
921,3,11
922,3,11
923,3,11
924,3,11
925,3,11
926,3,11
927,3,11
928,3,11
929,3,11
930,3,11
931,3,11
932,3,11
933,3,11
934,3,11
935,3,11
936,3,11
937,3,11
938,3,11
939,3,11
940,3,11
941,3,11
942,3,11
943,3,11
944,3,11
945,3,11
946,3,11
947,3,11
948,3,11
949,3,11
950,3,11
951,3,11
952,3,11
953,3,11
954,3,11
955,3,11
956,3,11
957,3,11
958,3,11
959,3,11
960,3,11
961,3,11
962,3,11
963,3,11
964,3,11
965,3,11
966,3,11
967,3,11
968,3,11
969,3,11
970,3,11
971,3,11
972,3,11
973,3,11
974,3,11
975,3,11
976,3,11
977,3,11
978,3,11
979,3,11
980,3,11
981,3,11
982,3,11
983,3,11
984,3,11
985,3,11
986,3,11
987,3,11
988,3,11
989,3,11
990,3,11
991,3,11
992,3,11
993,3,11
994,3,11
995,3,11
996,3,11
997,3,11
998,3,11
999,3,11
1000,3,11
1001,3,11
1002,3,11
1003,3,11
1004,3,11
1005,3,11
1006,3,11
1007,3,11
1008,3,11
1009,3,11
1010,3,11
1011,3,11
1012,3,11
1013,3,11
1014,3,11
1015,3,11
1016,3,11
1017,3,11
1018,3,11
1019,3,11
1020,3,11
1021,3,11
1022,3,11
1023,3,11
1024,3,11
1025,3,11
1026,3,11
1027,3,11
1028,3,11
1029,3,11
1030,3,11
1031,3,11
1032,3,11
1033,3,11
1034,3,11
1035,3,11
1036,3,11
1037,3,11
1038,3,11
1039,3,11
1040,3,11
1041,3,11
1042,3,11
1043,3,11
1044,3,11
1045,3,11
1046,3,11
1047,3,11
1048,3,11
1049,3,11
1050,3,11
1051,3,11
1052,3,11
1053,3,11
1054,3,11
1055,3,11
1056,3,11
1057,3,11
1058,3,11
1059,3,11
1060,3,11
1061,3,11
1062,3,11
1063,3,11
1064,3,11
1065,3,11
1066,3,11
1067,3,11
1068,3,11
1069,3,11
1070,3,11
1071,3,11
1072,3,11
1073,3,11
1074,3,11
1075,3,11
1076,3,11
1077,3,11
1078,3,11
1079,3,11
1080,3,11
1081,3,11
1082,3,11
1083,3,11
1084,3,11
1085,3,11
1086,3,11
1087,3,11
1088,3,11
1089,3,11
1090,3,11
1091,3,11
1092,3,11
1093,3,11
1094,3,11
1095,3,11
1096,3,11
1097,3,11
1098,3,11
1099,3,11
1100,3,11
1101,3,11
1102,3,11
1103,3,11
1104,3,11
1105,3,11
1106,3,11
1107,3,11
1108,3,11
1109,3,11
1110,3,11
1111,3,11
1112,3,11
1113,3,11
1114,3,11
1115,3,11
1116,3,11
1117,3,11
1118,3,11
1119,3,11
1120,3,11
1121,3,11
1122,3,11
1123,3,11
1124,3,11
1125,3,11
1126,3,11
1127,3,11
1128,3,11
1129,3,11
1130,3,11
1131,3,11
1132,3,11
1133,3,11
1134,3,11
1135,3,11
1136,3,11
1137,3,11
1138,3,11
1139,3,11
1140,3,11
1141,3,11
1142,3,11
1143,3,11
1144,3,11
1145,3,11
1146,3,11
1147,3,11
1148,3,11
1149,3,11
1150,3,11
1151,3,11
1152,3,11
1153,3,11
1154,3,11
1155,3,11
1156,3,11
1157,3,11
1158,3,11
1159,3,11
1160,3,11
1161,3,11
1162,3,11
1163,3,11
1164,3,11
1165,3,11
1166,3,11
1167,3,11
1168,3,11
1169,3,11
1170,3,11
1171,3,11
1172,3,11
1173,3,11
1174,3,11
1175,3,11
1176,3,11
1177,3,11
1178,3,11
1179,3,11
1180,3,11
1181,3,11
1182,3,11
1183,3,11
1184,3,11
1185,3,11
1186,3,11
1187,3,11
1188,3,11
1189,3,11
1190,3,11
1191,3,11
1192,3,11
1193,3,11
1194,3,11
1195,3,11
1196,3,11
1197,3,11
1198,3,11
1199,3,11
1200,3,11
1201,3,11
1202,3,11
1203,3,11
1204,3,11
1205,3,11
1206,3,11
1207,3,11
1208,3,11
1209,3,11
1210,3,11
1211,3,11
1212,3,11
1213,3,11
1214,3,11
1215,3,11
1216,3,11
1217,3,11
1218,3,11
1219,3,11
1220,3,11
1221,3,11
1222,3,11
1223,3,11
1224,3,11
1225,3,11
1226,3,11
1227,3,11
1228,3,11
1229,3,11
1230,3,11
1231,3,11
1232,3,11
1233,3,11
1234,3,11
1235,3,11
1236,3,11
1237,3,11
1238,3,11
1239,3,11
1240,3,11
1241,3,11
1242,3,11
1243,3,11
1244,3,11
1245,3,11
1246,3,11
1247,3,11
1248,3,11
1249,3,11
1250,3,11
1251,3,11
1252,3,11
1253,3,11
1254,3,11
1255,3,11
1256,3,11
1257,3,11
1258,3,11
1259,3,11
1260,3,11
1261,3,11
1262,3,11
1263,3,11
1264,3,11
1265,3,11
1266,3,11
1267,3,11
1268,3,11
1269,3,11
1270,3,11
1271,3,11
1272,3,11
1273,3,11
1274,3,11
1275,3,11
1276,3,11
1277,3,11
1278,3,11
1279,3,11
1280,3,11
1281,3,11
1282,3,11
1283,3,11
1284,3,11
1285,3,11
1286,3,11
1287,3,11
1288,3,11
1289,3,11
1290,3,11
1291,3,11
1292,3,11
1293,3,11
1294,3,11
1295,3,11
1296,3,11
1297,3,11
1298,3,11
1299,3,11
1300,3,11
1301,3,11
1302,3,11
1303,3,11
1304,3,11
1305,3,11
1306,3,11
1307,3,11
1308,3,11
1309,3,11
1310,3,11
1311,3,11
1312,3,11
1313,3,11
1314,3,11
1315,3,11
1316,3,11
1317,3,11
1318,3,11
1319,3,11
1320,3,11
1321,3,11
1322,3,11
1323,3,11
1324,3,11
1325,3,11
1326,3,11
1327,3,11
1328,3,11
1329,3,11
1330,3,11
1331,3,11
1332,3,11
1333,3,11
1334,3,11
1335,3,11
1336,3,11
1337,3,11
1338,3,11
1339,3,11
1340,3,11
1341,3,11
1342,3,11
1343,3,11
1344,3,11
1345,3,11
1346,3,11
1347,3,11
1348,3,11
1349,3,11
1350,3,11
1351,3,11
1352,3,11
1353,3,11
1354,3,11
1355,3,11
1356,3,11
1357,3,11
1358,3,11
1359,3,11
1360,3,11
1361,3,11
1362,3,11
1363,3,11
1364,3,11
1365,3,11
1366,3,11
1367,3,11
1368,3,11
1369,3,11
1370,3,11
1371,3,11
1372,3,11
1373,3,11
1374,3,11
1375,3,11
1376,3,11
1377,3,11
1378,3,11
1379,3,11
1380,3,11
1381,3,11
1382,3,11
1383,3,11
1384,3,11
1385,3,11
1386,3,11
1387,3,11
1388,3,11
1389,3,11
1390,3,11
1391,3,11
1392,3,11
1393,3,11
1394,3,11
1395,3,11
1396,3,11
1397,3,11
1398,3,11
1399,3,11
1400,3,11
1401,3,11
1402,3,11
1403,3,11
1404,3,11
1405,3,11
1406,3,11
1407,3,11
1408,3,11
1409,3,11
1410,3,11
1411,3,11
1412,3,11
1413,3,11
1414,3,11
1415,3,11
1416,3,11
1417,3,11
1418,3,11
1419,3,11
1420,3,11
1421,3,11
1422,3,11
1423,3,11
1424,3,11
1425,3,11
1426,3,11
1427,3,11
1428,3,11
1429,3,11
1430,3,11
1431,3,11
1432,3,11
1433,3,11
1434,3,11
1435,3,11
1436,3,11
1437,3,11
1438,3,11
1439,3,11
1440,3,11
1441,3,11
1442,3,11
1443,3,11
1444,3,11
1445,3,11
1446,3,11
1447,3,11
1448,3,11
1449,3,11
1450,3,11
1451,3,11
1452,3,11
1453,3,11
1454,3,11
1455,3,11
1456,3,11
1457,3,11
1458,3,11
1459,3,11
1460,3,11
1461,3,11
1462,3,11
1463,3,11
1464,3,11
1465,3,11
1466,3,11
1467,3,11
1468,3,11
1469,3,11
1470,3,11
1471,3,11
1472,3,11
1473,3,11
1474,3,11
1475,3,11
1476,3,11
1477,3,11
1478,3,11
1479,3,11
1480,3,11
1481,3,11
1482,3,11
1483,3,11
1484,3,11
1485,3,11
1486,3,11
1487,3,11
1488,3,11
1489,3,11
1490,3,11
1491,3,11
1492,3,11
1493,3,11
1494,3,11
1495,3,11
1496,3,11
1497,3,11
1498,3,11
1499,3,11
1500,3,11
1501,3,11
1502,3,11
1503,3,11
1504,3,11
1505,3,11
1506,3,11
1507,3,11
1508,3,11
1509,3,11
1510,3,11
1511,3,11
1512,3,11
1513,3,11
1514,3,11
1515,3,11
1516,3,11
1517,3,11
1518,3,11
1519,3,11
1520,3,11
1521,3,11
1522,3,11
1523,3,11
1524,3,11
1525,3,11
1526,3,11
1527,3,11
1528,3,11
1529,3,11
1530,3,11
1531,3,11
1532,3,11
1533,3,11
1534,3,11
1535,3,11
1536,3,11
1537,3,11
1538,3,11
1539,3,11
1540,3,11
1541,3,11
1542,3,11
1543,3,11
1544,3,11
1545,3,11
1546,3,11
1547,3,11
1548,3,11
1549,3,11
1550,3,11
1551,3,11
1552,3,11
1553,3,11
1554,3,11
1555,3,11
1556,3,11
1557,3,11
1558,3,11
1559,3,11
1560,3,11
1561,3,11
1562,3,11
1563,3,11
1564,3,11
1565,3,11
1566,3,11
1567,3,11
1568,3,11
1569,3,11
1570,3,11
1571,3,11
1572,3,11
1573,3,11
1574,3,11
1575,3,11
1576,3,11
1577,3,11
1578,3,11
1579,3,11
1580,3,11
1581,3,11
1582,3,11
1583,3,11
1584,3,11
1585,3,11
1586,3,11
1587,3,11
1588,3,11
1589,3,11
1590,3,11
1591,3,11
1592,3,11
1593,3,11
1594,3,11
1595,3,11
1596,3,11
1597,3,11
1598,3,11
1599,3,11
1600,3,11
1601,3,11
1602,3,11
1603,3,11
1604,3,11
1605,3,11
1606,3,11
1607,3,11
1608,3,11
1609,3,11
1610,3,11
1611,3,11
1612,3,11
1613,3,11
1614,3,11
1615,3,11
1616,3,11
1617,3,11
1618,3,11
1619,3,11
1620,3,11
1621,3,11
1622,3,11
1623,3,11
1624,3,11
1625,3,11
1626,3,11
1627,3,11
1628,3,11
1629,3,11
1630,3,11
1631,3,11
1632,3,11
1633,3,11
1634,3,11
1635,3,11
1636,3,11
1637,3,11
1638,3,11
1639,3,11
1640,3,11
1641,3,11
1642,3,11
1643,3,11
1644,3,11
1645,3,11
1646,3,11
1647,3,11
1648,3,11
1649,3,11
1650,3,11
1651,3,11
1652,3,11
1653,3,11
1654,3,11
1655,3,11
1656,3,11
1657,3,11
1658,3,11
1659,3,11
1660,3,11
1661,3,11
1662,3,11
1663,3,11
1664,3,11
1665,3,11
1666,3,11
1667,3,11
1668,3,11
1669,3,11
1670,3,11
1671,3,11
1672,3,11
1673,3,11
1674,3,11
1675,3,11
1676,3,11
1677,3,11
1678,3,11
1679,3,11
1680,3,11
1681,3,11
1682,3,11
1683,3,11
1684,3,11
1685,3,11
1686,3,11
1687,3,11
1688,3,11
1689,3,11
1690,3,11
1691,3,11
1692,3,11
1693,3,11
1694,3,11
1695,3,11
1696,3,11
1697,3,11
1698,3,11
1699,3,11
1700,3,11
1701,3,11
1702,3,11
1703,3,11
1704,3,11
1705,3,11
1706,3,11
1707,3,11
1708,3,11
1709,3,11
1710,3,11
1711,3,11
1712,3,11
1713,3,11
1714,3,11
1715,3,11
1716,3,11
1717,3,11
1718,3,11
1719,3,11
1720,3,11
1721,3,11
1722,3,11
1723,3,11
1724,3,11
1725,3,11
1726,3,11
1727,3,11
1728,3,11
1729,3,11
1730,3,11
1731,3,11
1732,3,11
1733,3,11
1734,3,11
1735,3,11
1736,3,11
1737,3,11
1738,3,11
1739,3,11
1740,3,11
1741,3,11
1742,3,11
1743,3,11
1744,3,11
1745,3,11
1746,3,11
1747,3,11
1748,3,11
1749,3,11
1750,3,11
1751,3,11
1752,3,11
1753,3,11
1754,3,11
1755,3,11
1756,3,11
1757,3,11
1758,3,11
1759,3,11
1760,3,11
1761,3,11
1762,3,11
1763,3,11
1764,3,11
1765,3,11
1766,3,11
1767,3,11
1768,3,11
1769,3,11
1770,3,11
1771,3,11
1772,3,11
1773,3,11
1774,3,11
1775,3,11
1776,3,11
1777,3,11
1778,3,11
1779,3,11
1780,3,11
1781,3,11
1782,3,11
1783,3,11
1784,3,11
1785,3,11
1786,3,11
1787,3,11
1788,3,11
1789,3,11
1790,3,11
1791,3,11
1792,3,11
1793,3,11
1794,3,11
1795,3,11
1796,3,11
1797,3,11
1798,3,11
1799,3,11
1800,3,11
1801,3,11
1802,3,11
1803,3,11
1804,3,11
1805,3,11
1806,3,11
1807,3,11
1808,3,11
1809,3,11
1810,3,11
1811,3,11
1812,3,11
1813,3,11
1814,3,11
1815,3,11
1816,3,11
1817,3,11
1818,3,11
1819,3,11
1820,3,11
1821,3,11
1822,3,11
1823,3,11
1824,3,11
1825,3,11
1826,3,11
1827,3,11
1828,3,11
1829,3,11
1830,3,11
1831,3,11
1832,3,11
1833,3,11
1834,3,11
1835,3,11
1836,3,11
1837,3,11
1838,3,11
1839,3,11
1840,3,11
1841,3,11
1842,3,11
1843,3,11
1844,3,11
1845,3,11
1846,3,11
1847,3,11
1848,3,11
1849,3,11
1850,3,11
1851,3,11
1852,3,11
1853,3,11
1854,3,11
1855,3,11
1856,3,11
1857,3,11
1858,3,11
1859,3,11
1860,3,11
1861,3,11
1862,3,11
1863,3,11
1864,3,11
1865,3,11
1866,3,11
1867,3,11
1868,3,11
1869,3,11
1870,3,11
1871,3,11
1872,3,11
1873,3,11
1874,3,11
1875,3,11
1876,3,11
1877,3,11
1878,3,11
1879,3,11
1880,3,11
1881,3,11
1882,3,11
1883,3,11
1884,3,11
1885,3,11
1886,3,11
1887,3,11
1888,3,11
1889,3,11
1890,3,11
1891,3,11
1892,3,11
1893,3,11
1894,3,11
1895,3,11
1896,3,11
1897,3,11
1898,3,11
1899,3,11
1900,3,11
1901,3,11
1902,3,11
1903,3,11
1904,3,11
1905,3,11
1906,3,11
1907,3,11
1908,3,11
1909,3,11
1910,3,11
1911,3,11
1912,3,11
1913,3,11
1914,3,11
1915,3,11
1916,3,11
1917,3,11
1918,3,11
1919,3,11
1920,3,11
1921,3,11
1922,3,11
1923,3,11
1924,3,11
1925,3,11
1926,3,11
1927,3,11
1928,3,11
1929,3,11
1930,3,11
1931,3,11
1932,3,11
1933,3,11
1934,3,11
1935,3,11
1936,3,11
1937,3,11
1938,3,11
1939,3,11
1940,3,11
1941,3,11
1942,3,11
1943,3,11
1944,3,11
1945,3,11
1946,3,11
1947,3,11
1948,3,11
1949,3,11
1950,3,11
1951,3,11
1952,3,11
1953,3,11
1954,3,11
1955,3,11
1956,3,11
1957,3,11
1958,3,11
1959,3,11
1960,3,11
1961,3,11
1962,3,11
1963,3,11
1964,3,11
1965,3,11
1966,3,11
1967,3,11
1968,3,11
1969,3,11
1970,3,11
1971,3,11
1972,3,11
1973,3,11
1974,3,11
1975,3,11
1976,3,11
1977,3,11
1978,3,11
1979,3,11
1980,3,11
1981,3,11
1982,3,11
1983,3,11
1984,3,11
1985,3,11
1986,3,11
1987,3,11
1988,3,11
1989,3,11
1990,3,11
1991,3,11
1992,3,11
1993,3,11
1994,3,11
1995,3,11
1996,3,11
1997,3,11
1998,3,11
1999,3,11
2000,3,11
2001,3,11
2002,3,11
2003,3,11
2004,3,11
2005,3,11
2006,3,11
2007,3,11
2008,3,11
2009,3,11
2010,3,11
2011,3,11
2012,3,11
2013,3,11
2014,3,11
2015,3,11
2016,3,11
2017,3,11
2018,3,11
2019,3,11
2020,3,11
2021,3,11
2022,3,11
2023,3,11
2024,3,11
2025,3,11
2026,3,11
2027,3,11
2028,3,11
2029,3,11
2030,3,11
2031,3,11
2032,3,11
2033,3,11
2034,3,11
2035,3,11
2036,3,11
2037,3,11
2038,3,11
2039,3,11
2040,3,11
2041,3,11
2042,3,11
2043,3,11
2044,3,11
2045,3,11
2046,3,11
2047,3,11
2048,3,11
2049,3,11
2050,3,11
2051,3,11
2052,3,11
2053,3,11
2054,3,11
2055,3,11
2056,3,11
2057,3,11
2058,3,11
2059,3,11
2060,3,11
2061,3,11
2062,3,11
2063,3,11
2064,3,11
2065,3,11
2066,3,11
2067,3,11
2068,3,11
2069,3,11
2070,3,11
2071,3,11
2072,3,11
2073,3,11
2074,3,11
2075,3,11
2076,3,11
2077,3,11
2078,3,11
2079,3,11
2080,3,11
2081,3,11
2082,3,11
2083,3,11
2084,3,11
2085,3,11
2086,3,11
2087,3,11
2088,3,11
2089,3,11
2090,3,11
2091,3,11
2092,3,11
2093,3,11
2094,3,11
2095,3,11
2096,3,11
2097,3,11
2098,3,11
2099,3,11
2100,3,11
2101,3,11
2102,3,11
2103,3,11
2104,3,11
2105,3,11
2106,3,11
2107,3,11
2108,3,11
2109,3,11
2110,3,11
2111,3,11
2112,3,11
2113,3,11
2114,3,11
2115,3,11
2116,3,11
2117,3,11
2118,3,11
2119,3,11
2120,3,11
2121,3,11
2122,3,11
2123,3,11
2124,3,11
2125,3,11
2126,3,11
2127,3,11
2128,3,11
2129,3,11
2130,3,11
2131,3,11
2132,3,11
2133,3,11
2134,3,11
2135,3,11
2136,3,11
